_id,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,first_review,last_review,accommodates,bedrooms,beds,number_of_reviews,bathrooms,amenities,price,extra_people,guests_included,address,availability,review_scores,reviews,security_deposit,reviews_per_month,host_id,host_name,host_location,host_neighbourhood,host_listings_count,host_total_listings_count
23002294,Excelente 3 quartos copacabana/ipanema,Apartment,Entire home/apt,Real Bed,2,6,2019-01-21 05:00:00,2019-01-21 05:00:00,6,2.0,6.0,1,3.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Elevator', 'Free street parking', 'Washer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Long term stays allowed', 'Host greets you']",1499.0,200.0,5,"{'street': 'Rio de Janeiro, Rio de Janeiro, Brazil', 'suburb': 'Ipanema', 'government_area': 'Ipanema', 'market': 'Rio De Janeiro', 'country': 'Brazil', 'country_code': 'BR', 'location': {'type': 'Point', 'coordinates': [-43.19521073777903, -22.98515768125023], 'is_location_exact': False}}","{'availability_30': 11, 'availability_60': 22, 'availability_90': 52, 'availability_365': 142}",{},"[{'_id': '403546080', 'date': datetime.datetime(2019, 1, 21, 5, 0), 'listing_id': '23002294', 'reviewer_id': '214332469', 'reviewer_name': 'Bernd', 'comments': 'The host canceled this reservation 40 days before arrival. This is an automated posting.'}]",0.0,1.0,80111640,Ana Cristina,BR,,2,2
23026295,舒适精品双人套房@大角咀,Apartment,Private room,Real Bed,1,1125,2019-03-02 05:00:00,2019-03-02 05:00:00,2,0.0,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Essentials', 'Lock on bedroom door', 'Self check-in', 'Smart lock', 'Bed linens']",534.0,0.0,1,"{'street': 'Hong Kong, Kowloon, Hong Kong', 'suburb': 'Mong Kok', 'government_area': 'Yau Tsim Mong', 'market': 'Hong Kong', 'country': 'Hong Kong', 'country_code': 'HK', 'location': {'type': 'Point', 'coordinates': [114.16203, 22.32547], 'is_location_exact': True}}","{'availability_30': 8, 'availability_60': 8, 'availability_90': 8, 'availability_365': 8}","{'review_scores_accuracy': 8, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 8, 'review_scores_value': 10, 'review_scores_rating': 100}","[{'_id': '418396322', 'date': datetime.datetime(2019, 3, 2, 5, 0), 'listing_id': '23026295', 'reviewer_id': '139987508', 'reviewer_name': 'Rong', 'comments': '房东人很好,虽然没有见到但是 (Hidden by Airbnb) 上响应很快,基本随时响应,态度也很好,会为你解决问题,熟了也会开玩笑｡入住是自助的密码入住,很方便快捷｡\n房源的话我觉得在香港绝对是性价比超高的了,房间和图片上一模一样,没有差别,非常干净整洁,大小也比同等价位的要宽敞很多｡床上用品超级柔软舒服(感动!),有电视,有微波炉(我热了一次鸡蛋仔)和电冰箱(我们用来保存ladyM的蛋糕),使得我们在房间里吃东西很方便｡当然也有美中不足,一是房源位置不太好找,距离太子地铁站要走上十几分钟,还是有点小偏,建议跟着导航走,晚上回宿舍的路上穿过小公园的时候会看到南亚人,作为女生有点害怕…建议还是结伴而行;二是没有soap和晾衣架,建议房东之后提供~三是热水器一定要开一会再洗澡!要不然就是冷水澡了｡整体来说还是很值的'}]",0.0,1.0,2951562,Short-Term,HK,Sham Shui Po,23,23
25418032,El hogar de Gabi.,Apartment,Private room,Real Bed,4,365,2019-02-22 05:00:00,2019-02-22 05:00:00,1,1.0,1.0,1,1.0,"['Wifi', 'Kitchen', 'Elevator', 'Free street parking', 'Heating', 'Washer', 'Essentials', 'Hangers', 'Iron', 'Private entrance', 'Hot water', 'Host greets you']",30.0,30.0,1,"{'street': 'Barcelona, Catalunya, Spain', 'suburb': 'Sant Martí', 'government_area': 'el Besòs i el Maresme', 'market': 'Barcelona', 'country': 'Spain', 'country_code': 'ES', 'location': {'type': 'Point', 'coordinates': [2.21576, 41.41612], 'is_location_exact': False}}","{'availability_30': 6, 'availability_60': 36, 'availability_90': 66, 'availability_365': 341}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}",[],100.0,1.0,115743377,Gabriel,AR,,2,2
27489435,Your Opo Vintage Apartments 2T,Serviced apartment,Entire home/apt,Real Bed,1,1125,2019-02-07 05:00:00,2019-02-07 05:00:00,2,1.0,1.0,1,1.5,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Outlet covers', 'Baby bath', 'High chair', 'Babysitter recommendations', 'Crib', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed']",49.0,0.0,1,"{'street': 'Porto, Grande Porto, Portugal', 'suburb': '', 'government_area': 'Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória', 'market': 'Porto', 'country': 'Portugal', 'country_code': 'PT', 'location': {'type': 'Point', 'coordinates': [-8.60487, 41.15389], 'is_location_exact': False}}","{'availability_30': 26, 'availability_60': 56, 'availability_90': 86, 'availability_365': 361}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}","[{'_id': '409322896', 'date': datetime.datetime(2019, 2, 7, 5, 0), 'listing_id': '27489435', 'reviewer_id': '169206332', 'reviewer_name': 'Anny', 'comments': 'Very warm welcome and detailed information for the check in & out! Marco is a nice guy who gave us much useful information about city sightseeing, so appreciated service! Good team work! The appartement is well located, easy to be found, easy to go for visiting the old town. There is a parking near by, quite convenient!'}]",0.0,1.0,16922131,YourOpo,Portugal,,42,42
27781404,"Cozy, Central Flat near Taksim Squere Free Wifi #2",Apartment,Entire home/apt,Real Bed,1,360,2019-02-13 05:00:00,2019-02-13 05:00:00,2,1.0,2.0,1,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Elevator', 'Heating', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Outlet covers', 'Window guards', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Host greets you', 'Roll-in shower']",295.0,0.0,1,"{'street': 'Istanbul, İstanbul, Turkey', 'suburb': 'Beyoglu', 'government_area': 'Beyoglu', 'market': 'Istanbul', 'country': 'Turkey', 'country_code': 'TR', 'location': {'type': 'Point', 'coordinates': [28.96412, 41.04765], 'is_location_exact': False}}","{'availability_30': 0, 'availability_60': 5, 'availability_90': 35, 'availability_365': 215}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}","[{'_id': '411676650', 'date': datetime.datetime(2019, 2, 13, 5, 0), 'listing_id': '27781404', 'reviewer_id': '136383429', 'reviewer_name': 'Alexandros', 'comments': ""We had a very good time at Marco’s home. Super tidy and clean,very nice decorated and we had everything we needed and even more. We feel ourselves open and clear like our home. Marco and his parents are very lovely people and we enjoyed the good vibes in their home. We definitely recommend everyone to stay here! The europa side is very nice,you get a good idea about the real life in Istanbul and it's easy to get to the Asia side by ferry. Everything you need is in walking distance from Marco’s place. thank you soo much again!!""}]",0.0,1.0,166553539,Marko,"Berlin, Berlin, Germany",,3,3
28438885,Main Retreat,Apartment,Entire home/apt,Real Bed,2,1125,2019-02-09 05:00:00,2019-02-21 05:00:00,6,1.0,1.0,2,1.0,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Free street parking', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'High chair', 'Children’s books and toys', 'Crib', 'Pack ’n Play/travel crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",250.0,25.0,2,"{'street': 'Haiku-Pauwela, HI, United States', 'suburb': 'Maui', 'government_area': 'Paia-Haiku', 'market': 'Maui', 'country': 'United States', 'country_code': 'US', 'location': {'type': 'Point', 'coordinates': [-156.26932, 20.92737], 'is_location_exact': True}}","{'availability_30': 4, 'availability_60': 14, 'availability_90': 41, 'availability_365': 273}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}","[{'_id': '410182374', 'date': datetime.datetime(2019, 2, 9, 5, 0), 'listing_id': '28438885', 'reviewer_id': '127737356', 'reviewer_name': 'Liz', 'comments': ""Troy's place is absolutely AMAZING! I so wish we had had more downtime here, because the spot is SO COOL. The Main Retreat was very clean, had a nice bathroom, kitchen, and amenities. It was also very nicely decorated. But none of this compares to the view: It.Is. STUNNING. You get a great view of the ocean as well as a lot of the beautiful jungle vegetation-the pictures don't do it justice! There are a couple of other rental properties onsite, but because this is a top-floor unit, it still seems very private. This is in the jungle, so it is inevitable that a couple of critters will make their way in (small geckos and bugs), but we just kept the windows closed after we got there and did not have any issues. The condo is about 15 minutes from the town of Paia and less than 10 from Mamas Fish House and Ho'okipa beach. What was also great is that this place is right at the beginning of the Road to Hana. The guy onsite (I didn't catch his name) was extremely friendly and helpful, and helped us borrow some snorkel gear and beach chairs. All in all, I would definitely recommend this place for any adventure loving couple or small family who wants a gorgeous view!""}, {'_id': '415097833', 'date': datetime.datetime(2019, 2, 21, 5, 0), 'listing_id': '28438885', 'reviewer_id': '7709117', 'reviewer_name': 'Dan', 'comments': 'Such a beautiful spot and super friendly, helpful hosts. Even helped us arrange a fantastic babysitter. Hope to be back soon!'}]",250.0,2.0,67601419,Troy,"Haiku-Pauwela, Hawaii, United States",Haiku/Pauwela,4,4
29341373,"The Candle apartment (3 bedrooms), Appt Bougie,RC.",Apartment,Entire home/apt,Real Bed,2,30,2019-03-04 05:00:00,2019-03-08 05:00:00,6,3.0,3.0,2,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'High chair', 'Crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Wide clearance to shower', 'toilet', 'Wide entryway']",46.0,7.0,4,"{'street': 'Montréal, Québec, Canada', 'suburb': 'Saint-Leonard', 'government_area': 'Saint-Léonard', 'market': 'Montreal', 'country': 'Canada', 'country_code': 'CA', 'location': {'type': 'Point', 'coordinates': [-73.58155, 45.58735], 'is_location_exact': True}}","{'availability_30': 10, 'availability_60': 37, 'availability_90': 64, 'availability_365': 178}","{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 90}","[{'_id': '419774559', 'date': datetime.datetime(2019, 3, 4, 5, 0), 'listing_id': '29341373', 'reviewer_id': '227873317', 'reviewer_name': 'François', 'comments': ""C'est un beau grand logement avec 3 chambres comportant de bons lits confortables, de bons électroménagers et Nacima a le souci de rendre notre séjour agréable. Lors de notre passage, nous avons trouvé cela quelque peu difficile de cuisiner avec le peu d'accessoires à notre disposition, ce qui pourrait facilement être corrigé.""}, {'_id': '421047934', 'date': datetime.datetime(2019, 3, 8, 5, 0), 'listing_id': '29341373', 'reviewer_id': '161159829', 'reviewer_name': 'Sylvain', 'comments': ""L'appartement correspond bien à la description. J'y retournerais.""}]",500.0,2.0,137921345,Nacima & Kamal,"Montreal, Quebec, Canada",Saint-Leonard,3,3
28911645,Cozy Apartment in center of IstanbulR,Apartment,Private room,Real Bed,1,365,2019-01-20 05:00:00,2019-01-20 05:00:00,1,1.0,1.0,1,1.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Long term stays allowed']",53.0,0.0,1,"{'street': 'İstanbul, Şişli, Turkey', 'suburb': 'Şişli', 'government_area': 'Sisli', 'market': 'Istanbul', 'country': 'Turkey', 'country_code': 'TR', 'location': {'type': 'Point', 'coordinates': [28.99755, 41.07506], 'is_location_exact': False}}","{'availability_30': 7, 'availability_60': 37, 'availability_90': 67, 'availability_365': 67}","{'review_scores_accuracy': 8, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 6, 'review_scores_value': 10, 'review_scores_rating': 80}","[{'_id': '403032334', 'date': datetime.datetime(2019, 1, 20, 5, 0), 'listing_id': '28911645', 'reviewer_id': '47687020', 'reviewer_name': 'Moussa', 'comments': 'very hospitable host, friendly and helpful. \nclean and tidy place.'}]",0.0,1.0,217930848,Ruşan,TR,,1,1
29704570,Centre-ville Appartement luxueux avec terrasse,Apartment,Entire home/apt,Real Bed,3,1125,2019-02-19 05:00:00,2019-02-19 05:00:00,5,2.0,2.0,1,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance']",270.0,50.0,5,"{'street': 'Montréal, Québec, Canada', 'suburb': 'Quartier des Spectacles', 'government_area': 'Ville-Marie', 'market': 'Montreal', 'country': 'Canada', 'country_code': 'CA', 'location': {'type': 'Point', 'coordinates': [-73.56861, 45.5114], 'is_location_exact': True}}","{'availability_30': 19, 'availability_60': 49, 'availability_90': 75, 'availability_365': 345}","{'review_scores_accuracy': 8, 'review_scores_cleanliness': 8, 'review_scores_checkin': 8, 'review_scores_communication': 8, 'review_scores_location': 10, 'review_scores_value': 8, 'review_scores_rating': 60}","[{'_id': '414375509', 'date': datetime.datetime(2019, 2, 19, 5, 0), 'listing_id': '29704570', 'reviewer_id': '73580070', 'reviewer_name': 'Anant', 'comments': 'Location is good . Parking is expensive and it’s apartment hotel'}]",500.0,1.0,186295965,Jose,CA,Quartier des Spectacles,3,3
30294051,FREE Private Tennis Court 10 minutes form Airport,Guesthouse,Entire home/apt,Real Bed,1,1125,2019-02-17 05:00:00,2019-02-17 05:00:00,2,1.0,1.0,1,1.0,"['Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Microwave', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",109.0,50.0,1,"{'street': 'Kingsgrove, NSW, Australia', 'suburb': 'Kingsgrove', 'government_area': 'Hurstville', 'market': 'Sydney', 'country': 'Australia', 'country_code': 'AU', 'location': {'type': 'Point', 'coordinates': [151.09827, -33.94163], 'is_location_exact': True}}","{'availability_30': 23, 'availability_60': 53, 'availability_90': 83, 'availability_365': 84}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 6, 'review_scores_checkin': 8, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 80}","[{'_id': '413688178', 'date': datetime.datetime(2019, 2, 17, 5, 0), 'listing_id': '30294051', 'reviewer_id': '242775261', 'reviewer_name': 'Derrick', 'comments': 'Great no frills, no nonsense place where the host respects your privacy.  Close to transport / restaurants  and a stone throw away to the city.'}]",1000.0,1.0,223353918,Troy,"Sydney, New South Wales, Australia",Burwood,3,3
29338509,"10 secs from Jordan Station, huge beds",Hotel,Private room,Real Bed,1,14,2019-02-10 05:00:00,2019-02-10 05:00:00,3,1.0,2.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Iron', 'Self check-in', 'Smart lock', 'Private entrance', 'Hot water', 'Bed linens']",400.0,0.0,1,"{'street': 'Hong Kong, Kowloon, Hong Kong', 'suburb': 'Jordan', 'government_area': 'Yau Tsim Mong', 'market': 'Hong Kong', 'country': 'Hong Kong', 'country_code': 'HK', 'location': {'type': 'Point', 'coordinates': [114.17132, 22.30535], 'is_location_exact': True}}","{'availability_30': 0, 'availability_60': 0, 'availability_90': 0, 'availability_365': 0}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}","[{'_id': '410290572', 'date': datetime.datetime(2019, 2, 10, 5, 0), 'listing_id': '29338509', 'reviewer_id': '91420236', 'reviewer_name': 'Sam', 'comments': '房間乾淨的地點方便'}]",0.0,1.0,221028001,Hakkas,"Hong Kong, Hong Kong",Jordan,9,9
30522015,Casa Cosi - Gotico,Apartment,Entire home/apt,Real Bed,3,1125,2019-02-11 05:00:00,2019-02-11 05:00:00,6,3.0,5.0,1,2.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Baby bath', 'High chair', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed']",160.0,0.0,1,"{'street': 'Barcelona, Catalunya, Spain', 'suburb': 'Ciutat Vella', 'government_area': 'el Barri Gòtic', 'market': 'Barcelona', 'country': 'Spain', 'country_code': 'ES', 'location': {'type': 'Point', 'coordinates': [2.17448, 41.3826], 'is_location_exact': True}}","{'availability_30': 12, 'availability_60': 31, 'availability_90': 51, 'availability_365': 265}","{'review_scores_accuracy': 8, 'review_scores_cleanliness': 10, 'review_scores_checkin': 8, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 8, 'review_scores_rating': 80}",[],200.0,1.0,35936647,Casa Cosi,"Barcelona, Catalonia, Spain",Sant Antoni,15,15
30982784,New! River Park Apartment. | Douro River view!,Apartment,Entire home/apt,Real Bed,2,1125,2019-01-25 05:00:00,2019-01-25 05:00:00,4,1.0,2.0,1,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Elevator', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Private entrance', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Step-free access', 'Step-free access', 'Waterfront', 'Handheld shower head']",60.0,20.0,2,"{'street': 'Porto, Porto, Portugal', 'suburb': '', 'government_area': 'Lordelo do Ouro e Massarelos', 'market': 'Porto', 'country': 'Portugal', 'country_code': 'PT', 'location': {'type': 'Point', 'coordinates': [-8.65366, 41.14864], 'is_location_exact': True}}","{'availability_30': 19, 'availability_60': 48, 'availability_90': 73, 'availability_365': 155}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}","[{'_id': '404819433', 'date': datetime.datetime(2019, 1, 25, 5, 0), 'listing_id': '30982784', 'reviewer_id': '20875456', 'reviewer_name': 'Miguel', 'comments': 'A fantastic home with an amazing view.'}]",0.0,1.0,231478619,Dale,PT,,1,1
30832921,Acogedor loft en Barcelona,Apartment,Entire home/apt,Real Bed,2,2,2019-03-07 05:00:00,2019-03-07 05:00:00,2,1.0,1.0,1,1.0,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",70.0,0.0,1,"{'street': 'Barcelona, Catalunya, Spain', 'suburb': 'Sants-Montjuïc', 'government_area': 'la Bordeta', 'market': 'Barcelona', 'country': 'Spain', 'country_code': 'ES', 'location': {'type': 'Point', 'coordinates': [2.13371, 41.37108], 'is_location_exact': True}}","{'availability_30': 0, 'availability_60': 0, 'availability_90': 3, 'availability_365': 38}",{},[],150.0,1.0,7906740,Angeles,"Barcelona, Catalonia, Spain",Sant Gervasi - Galvany,5,5
31040144,Amazing 12th floor 2BD Ko Olina Beach Villa,Condominium,Entire home/apt,Real Bed,6,90,2019-02-22 05:00:00,2019-02-22 05:00:00,6,2.0,3.0,1,2.0,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Private entrance', 'Bathtub', 'Babysitter recommendations']",397.0,0.0,6,"{'street': 'Kapolei, HI, United States', 'suburb': 'Oʻahu', 'government_area': 'Ewa', 'market': 'Oahu', 'country': 'United States', 'country_code': 'US', 'location': {'type': 'Point', 'coordinates': [-158.12327, 21.3349], 'is_location_exact': False}}","{'availability_30': 9, 'availability_60': 16, 'availability_90': 40, 'availability_365': 306}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}","[{'_id': '415476373', 'date': datetime.datetime(2019, 2, 22, 5, 0), 'listing_id': '31040144', 'reviewer_id': '51023377', 'reviewer_name': 'John', 'comments': 'The best AirBnB experience we\'ve had (out of 9). It\'s a beautiful,  safe, and private locale with top amenities. \n- Beautiful: overlooking a semi-private lagoon onto the gorgeous Pacific Ocean, where we sipped wine for every sunset\n- Safe: the facilities are only accessible with an encoded plastic ""key"". This gets you inside the buildings, use of the elevator, into your room, onto the grounds. You even have to use it to get OUT of the private grounds and onto the lagoon (a feature, not a bug).\n- Private: it\'s away from the hustle N bustle of Honolulu, but that\'s just a 45 min drive away on the H1. The grounds are manicured daily,  lots of trees and Hawaiian flora. The Koi ponds are a big hit with the keiki (children). \n- Amenities: Our lanai had 4 beach chairs, 2 bogey boards, a mid-sized ice cooler, and children\'s beach toys. You can open up the \'wall\' to the lanai and make it feel like its part of the room. The kitchen was fully loaded with what we needed to cook, including a cork screw. I liked that the master suite had its own thermostat for the air conditioner. Nice master bathroom too. The WIFI worked. If I had questions regarding the unit, I got answers within hours, not days. There are restaurants and stores about a 7 min walk away, including Roy\'s, an upper-scale place to get good island cuisine.'}]",0.0,1.0,147713325,Love Hawaii Villas,"Kapolei, Hawaii, United States",,31,31
31119279,Porto Downtown Apartment V,Apartment,Entire home/apt,Real Bed,3,1125,2019-01-20 05:00:00,2019-01-29 05:00:00,4,1.0,1.0,3,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Self check-in', 'Keypad', 'Bathtub', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Paid parking on premises']",28.0,0.0,1,"{'street': 'Porto, Porto, Portugal', 'suburb': '', 'government_area': 'Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória', 'market': 'Porto', 'country': 'Portugal', 'country_code': 'PT', 'location': {'type': 'Point', 'coordinates': [-8.6208, 41.15336], 'is_location_exact': True}}","{'availability_30': 10, 'availability_60': 40, 'availability_90': 70, 'availability_365': 345}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 8, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 87}","[{'_id': '403049399', 'date': datetime.datetime(2019, 1, 20, 5, 0), 'listing_id': '31119279', 'reviewer_id': '151426682', 'reviewer_name': 'Savanah', 'comments': 'We loved the location of the apartment! So close to everything. The apartment was clean and the bed was comfortable. The host was really nice because she gave us recommandations of things to do and was available for questions. We were there in January on cold days and the portable heaters were not sufficient at all. We were so cold all the time. Also, we cooked just a tiny bit and no soap to clean the dishes was available. They didn’t have garbage bags. Thanks Isabel, overall, we had a lovely stay.'}, {'_id': '404531227', 'date': datetime.datetime(2019, 1, 24, 5, 0), 'listing_id': '31119279', 'reviewer_id': '181625812', 'reviewer_name': 'Gabriel', 'comments': 'Foram ótimos dias neste apartamento, em que se notam o cuidado e a hospitalidade nos inúmeros detalhes e na rápida comunicação. Recomendo!'}, {'_id': '406370372', 'date': datetime.datetime(2019, 1, 29, 5, 0), 'listing_id': '31119279', 'reviewer_id': '25369377', 'reviewer_name': 'Dany', 'comments': 'Très bel appartement.'}]",87.0,3.0,124234278,Porto Downtown Apartments,PT,,5,5
